,ID,Regular_Dine_Res,Dine_Other_Mex_Res,Income_15k_more,Fav_Mex_Res,Try_New_Things,Party_Person,People_Come_Me,No_Fried,Likes_Go_Out,Friends_Come_Me,Self_Confident,Eat_Balanced,Buy_New_Prods,Care_What_Eat,Try_New_Brands,Friendly_Employess,Fun_Place,Large_Portions,Fresh_Food,Good_Prices,Nice_Interior,Excellent_Taste,Knowledgeable_Employees,Proper_Food_Temp,Speed_Service,Satisfaction,Prob_Return,Prob_Recommend,Freq_Eat_At,Price,Food_Quality,Atmosphere,Service,Distance_Driven,Ad_Recall,Gender,N_Children,Age,Income,Innovator,Health_Conscious,Opinion_Leader,Outgoing,Service_v2,Food,Value,Atmosphere_V2
120,318.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,3.0,6.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,3.0,7.0,4.0,3.0,7.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Male,2.0,4.0,24000.0,7.0,3.6666666666666665,5.0,6.0,5.333333333333333,5.666666666666667,4.0,3.5
121,323.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,Recall Ads,Male,1.0,3.0,60000.0,7.0,4.0,4.0,4.5,5.333333333333333,5.666666666666667,3.0,4.0
122,324.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,7.0,3.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,Recall Ads,Female,2.0,4.0,120000.0,7.0,3.333333333333333,5.666666666666667,6.0,5.333333333333333,6.333333333333333,6.0,5.5
123,327.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,5.0,5.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,3.0,2.0,1.0,4.0,1.0,Recall Ads,Male,2.0,3.0,120000.0,7.0,2.6666666666666665,5.666666666666667,5.0,5.333333333333333,6.666666666666667,4.0,5.0
124,328.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,4.0,5.0,6.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,Do Not Recall Ads,Male,1.0,2.0,27000.0,6.0,4.0,5.333333333333333,4.0,4.333333333333333,5.333333333333333,4.0,4.0
125,333.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,5.0,7.0,4.0,4.0,7.0,6.0,3.0,7.0,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Female,2.0,2.0,75000.0,4.666666666666667,3.333333333333333,6.666666666666667,4.5,3.6666666666666665,6.333333333333333,6.0,5.0
126,334.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,3.0,60000.0,4.0,4.333333333333333,5.0,6.0,3.6666666666666665,5.333333333333333,4.0,3.0
127,336.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,5.0,5.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,7.0,6.0,5.0,5.0,4.0,2.0,1.0,3.0,2.0,Do Not Recall Ads,Female,2.0,3.0,110000.0,7.0,2.6666666666666665,5.666666666666667,5.0,5.333333333333333,6.666666666666667,4.5,5.0
128,337.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,3.0,7.0,4.0,4.0,5.0,7.0,5.0,4.0,7.0,4.0,6.0,7.0,6.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,Do Not Recall Ads,Female,1.0,3.0,120000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
129,342.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0,7.0,6.0,7.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,7.0,5.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,Do Not Recall Ads,Male,2.0,3.0,65000.0,7.0,5.333333333333333,4.0,5.5,5.333333333333333,4.333333333333333,3.0,4.0
130,347.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,3.0,7.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,Do Not Recall Ads,Male,1.0,4.0,20000.0,7.0,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,4.0
131,353.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,6.0,4.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Female,3.0,1.0,18000.0,6.666666666666667,3.333333333333333,6.0,4.0,6.0,6.0,5.0,6.0
132,354.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,4.0,6.0,5.0,5.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,7.0,6.0,5.0,5.0,3.0,2.0,4.0,3.0,1.0,3.0,Recall Ads,Male,1.0,3.0,90000.0,7.0,4.0,5.333333333333333,5.5,5.333333333333333,5.666666666666667,3.0,3.5
133,355.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,3.0,7.0,5.0,6.0,3.0,7.0,3.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,4.0,2.0,3.0,1.0,3.0,Recall Ads,Female,3.0,1.0,165000.0,6.666666666666667,2.6666666666666665,6.0,5.0,6.333333333333333,6.666666666666667,3.0,6.0
134,360.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,2.0,7.0,6.0,5.0,2.0,7.0,2.0,7.0,5.0,3.0,5.0,7.0,5.0,3.0,7.0,4.0,7.0,7.0,5.0,6.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,Recall Ads,Male,2.0,3.0,24000.0,7.0,2.0,5.333333333333333,6.5,5.333333333333333,7.0,5.0,3.0
135,363.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,3.0,6.0,3.0,4.0,5.0,6.0,5.0,7.0,4.0,7.0,5.0,3.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,7.0,6.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,Recall Ads,Female,1.0,3.0,100000.0,7.0,4.0,5.666666666666667,3.5,5.333333333333333,5.666666666666667,4.0,4.0
136,365.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,3.0,5.0,5.0,2.0,6.0,4.0,7.0,5.0,4.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,Recall Ads,Female,3.0,2.0,85000.0,6.666666666666667,3.0,5.0,3.5,6.333333333333333,6.333333333333333,6.0,4.5
137,367.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,4.0,3.0,7.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,2.0,3.0,7.0,3.0,2.0,6.0,4.0,5.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,Recall Ads,Male,2.0,2.0,20000.0,7.0,3.6666666666666665,4.0,6.5,5.333333333333333,6.0,3.0,2.0
138,368.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,3.0,5.0,5.0,6.0,4.0,6.0,4.0,7.0,5.0,6.0,4.0,7.0,4.0,6.0,6.0,6.0,4.0,7.0,7.0,7.0,6.0,5.0,3.0,4.0,1.0,2.0,3.0,Recall Ads,Female,3.0,2.0,200000.0,6.666666666666667,3.6666666666666665,5.333333333333333,5.5,6.0,5.666666666666667,4.0,6.0
139,369.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,5.0,5.0,7.0,4.0,7.0,5.0,6.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,Recall Ads,Male,2.0,3.0,75000.0,6.666666666666667,4.333333333333333,4.0,5.5,6.333333333333333,5.0,3.0,4.5
140,370.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,2.0,6.0,5.0,5.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,2.0,20000.0,6.0,3.6666666666666665,5.0,5.5,4.333333333333333,5.333333333333333,4.0,4.0
141,374.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,7.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,3.0,70000.0,5.0,4.666666666666667,5.333333333333333,5.5,4.0,4.666666666666667,4.0,3.0
142,375.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,5.0,4.0,5.0,7.0,4.0,5.0,5.0,4.0,3.0,7.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Female,2.0,3.0,130000.0,7.0,4.333333333333333,5.333333333333333,4.5,5.333333333333333,5.0,4.5,4.5
143,381.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,3.0,7.0,4.0,3.0,7.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,Do Not Recall Ads,Male,1.0,5.0,22000.0,7.0,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,3.5
144,385.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,Recall Ads,Male,1.0,3.0,60000.0,7.0,4.0,4.0,5.0,5.333333333333333,5.666666666666667,3.0,4.0
145,386.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,7.0,4.0,3.0,7.0,6.0,3.0,7.0,3.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,7.0,6.0,7.0,3.0,2.0,4.0,3.0,1.0,3.0,Recall Ads,Female,1.0,5.0,145000.0,7.0,3.333333333333333,6.666666666666667,4.5,5.333333333333333,6.333333333333333,6.0,5.5
146,389.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,6.0,2.0,7.0,6.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Male,3.0,3.0,80000.0,7.0,2.6666666666666665,6.0,7.0,5.333333333333333,6.666666666666667,4.0,5.0
147,390.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,2.0,5.0,5.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,1.0,2.0,Recall Ads,Female,2.0,3.0,110000.0,7.0,2.6666666666666665,5.333333333333333,5.0,5.333333333333333,6.666666666666667,4.5,5.0
148,392.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,3.0,7.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Male,2.0,4.0,22000.0,7.0,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,4.0
149,393.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,5.0,5.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,5.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Female,2.0,3.0,170000.0,7.0,2.6666666666666665,5.666666666666667,5.0,5.333333333333333,6.666666666666667,4.5,5.0
150,397.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,6.0,6.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,Recall Ads,Male,2.0,3.0,85000.0,7.0,2.6666666666666665,6.0,5.5,5.333333333333333,6.666666666666667,4.0,5.0
151,400.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,2.0,30000.0,6.0,4.333333333333333,5.0,5.5,4.333333333333333,5.333333333333333,4.0,4.0
152,2.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,5.0,3.0,7.0,3.0,5.0,6.0,3.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,Do Not Recall Ads,Male,2.0,1.0,25000.0,4.0,3.0,4.666666666666667,4.0,2.6666666666666665,6.333333333333333,3.0,5.0
153,3.0,1.0,1.0,1.0,Santa Fe Grill,2.0,4.0,7.0,4.0,4.0,7.0,7.0,6.0,1.0,6.0,3.0,1.0,4.0,6.0,5.0,6.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,Do Not Recall Ads,Male,1.0,4.0,60000.0,2.0,5.333333333333333,7.0,4.0,1.6666666666666667,4.0,6.0,4.0
154,4.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,7.0,5.0,4.0,7.0,7.0,5.0,7.0,4.0,7.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,7.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Male,3.0,3.0,18000.0,7.0,4.666666666666667,7.0,4.5,4.666666666666667,5.0,6.0,5.0
155,5.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,Do Not Recall Ads,Male,1.0,4.0,590000.0,3.6666666666666665,3.6666666666666665,5.0,4.0,2.6666666666666665,5.666666666666667,4.0,4.0
156,8.0,1.0,1.0,1.0,Santa Fe Grill,7.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,3.0,6.0,7.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,7.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,4.0,24000.0,5.666666666666667,5.666666666666667,6.0,4.0,4.666666666666667,4.0,5.0,4.0
157,11.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,Do Not Recall Ads,Female,1.0,5.0,15000.0,3.3333333333333335,4.333333333333333,5.0,4.5,2.3333333333333335,5.0,4.0,5.0
158,12.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,7.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,7.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,Do Not Recall Ads,Female,1.0,4.0,25000.0,6.0,5.333333333333333,4.333333333333333,5.0,4.333333333333333,4.0,3.0,4.0
159,13.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,6.0,7.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,7.0,6.0,5.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,Do Not Recall Ads,Female,1.0,2.0,80000.0,4.666666666666667,5.666666666666667,3.0,4.0,4.333333333333333,4.0,2.0,3.0
160,14.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,Do Not Recall Ads,Male,3.0,3.0,120000.0,5.666666666666667,4.333333333333333,5.333333333333333,5.0,4.666666666666667,5.666666666666667,6.0,5.0
161,16.0,1.0,1.0,1.0,Santa Fe Grill,7.0,4.0,7.0,5.0,4.0,6.0,4.0,5.0,6.0,4.0,7.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,Do Not Recall Ads,Male,3.0,3.0,17000.0,6.666666666666667,4.666666666666667,5.666666666666667,4.0,5.666666666666667,5.0,5.5,5.0
162,17.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,7.0,5.0,4.0,7.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,Do Not Recall Ads,Female,1.0,4.0,85000.0,3.6666666666666665,5.0,6.0,4.0,3.3333333333333335,4.333333333333333,6.0,5.0
163,18.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,3.0,6.0,7.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,7.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,Do Not Recall Ads,Male,1.0,3.0,35000.0,5.666666666666667,5.666666666666667,5.333333333333333,4.5,4.666666666666667,4.0,4.5,5.0
164,19.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,Do Not Recall Ads,Male,1.0,4.0,30000.0,3.6666666666666665,4.666666666666667,3.6666666666666665,3.0,2.6666666666666665,4.666666666666667,2.0,5.0
165,21.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,6.0,5.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,3.0,18000.0,4.0,5.333333333333333,5.333333333333333,3.5,3.0,4.0,5.0,4.5
166,22.0,1.0,1.0,1.0,Santa Fe Grill,4.0,3.0,3.0,5.0,3.0,3.0,5.0,6.0,2.0,6.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,Do Not Recall Ads,Female,1.0,4.0,80000.0,3.3333333333333335,5.666666666666667,3.6666666666666665,3.0,3.0,3.6666666666666665,2.0,3.5
167,23.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,7.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,7.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,1.0,37000.0,6.666666666666667,5.333333333333333,6.333333333333333,5.0,5.666666666666667,4.333333333333333,6.0,6.0
168,24.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,7.0,5.0,4.0,6.0,6.0,7.0,3.0,7.0,3.0,2.0,5.0,6.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,Do Not Recall Ads,Female,3.0,3.0,18000.0,3.0,6.333333333333333,6.333333333333333,4.5,2.0,3.0,5.5,5.0
169,25.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,Do Not Recall Ads,Male,1.0,4.0,22000.0,3.3333333333333335,4.666666666666667,3.3333333333333335,4.0,3.0,4.666666666666667,2.0,5.0
170,29.0,1.0,1.0,1.0,Santa Fe Grill,7.0,3.0,6.0,5.0,3.0,5.0,5.0,6.0,7.0,5.0,7.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,7.0,6.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,Recall Ads,Male,2.0,4.0,25000.0,7.0,5.333333333333333,5.333333333333333,3.0,4.666666666666667,4.666666666666667,6.0,4.5
171,30.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,Recall Ads,Male,1.0,4.0,15000.0,3.0,4.333333333333333,3.0,3.5,2.0,5.0,2.0,4.0
172,31.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,6.0,4.0,2.0,6.0,6.0,5.0,7.0,4.0,7.0,4.0,5.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,7.0,6.0,4.0,4.0,5.0,1.0,2.0,3.0,4.0,1.0,Recall Ads,Male,3.0,3.0,110000.0,7.0,4.333333333333333,6.0,3.5,4.666666666666667,5.666666666666667,5.5,4.5
173,32.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,6.0,3.0,4.0,7.0,6.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,3.0,7.0,6.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,Recall Ads,Male,3.0,3.0,135000.0,3.3333333333333335,3.333333333333333,6.333333333333333,4.5,2.3333333333333335,6.333333333333333,6.0,4.5
174,35.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,7.0,3.0,4.0,7.0,6.0,4.0,3.0,5.0,3.0,2.0,5.0,6.0,6.0,6.0,5.0,6.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,Recall Ads,Female,1.0,5.0,20000.0,3.0,4.0,6.666666666666667,4.5,2.0,5.333333333333333,6.0,5.0
175,36.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,6.0,4.0,7.0,4.0,6.0,6.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,Do Not Recall Ads,Female,3.0,3.0,65000.0,3.0,3.6666666666666665,5.0,4.5,2.0,6.0,4.0,6.0
176,38.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,6.0,3.0,5.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,6.0,5.0,7.0,5.0,3.0,7.0,6.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,Recall Ads,Male,2.0,3.0,80000.0,4.0,3.0,6.0,5.0,3.6666666666666665,6.333333333333333,5.0,4.5
177,40.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,7.0,3.0,3.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,6.0,7.0,5.0,6.0,6.0,1.0,7.0,3.0,6.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,Recall Ads,Female,3.0,3.0,19000.0,3.0,3.0,6.0,3.0,2.0,6.666666666666667,5.5,5.0
178,45.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,Do Not Recall Ads,Male,2.0,1.0,18000.0,3.0,5.0,4.0,4.0,2.0,4.666666666666667,3.0,5.0
179,46.0,1.0,1.0,1.0,Santa Fe Grill,7.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,4.0,7.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,7.0,5.0,5.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,Do Not Recall Ads,Male,3.0,3.0,105000.0,7.0,4.666666666666667,5.666666666666667,5.0,4.666666666666667,5.0,6.0,6.0
180,47.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,Do Not Recall Ads,Male,1.0,4.0,35000.0,3.6666666666666665,4.666666666666667,5.0,4.0,2.6666666666666665,5.0,4.0,4.5
