,ID,Regularly Dine at Casual Dining Restaurants,Have Dined at Other Mexican Restaurants In last 6 Months,"Gross Annual Income $15,000 or More",Favorite Mexican Restaurant,X1 -- Try New and Different Things,X2 -- Party Person,X3 -- People Come to Me,X4 -- Avoid Fried Foods,X5 -- Likes to Go Out Socially,X6 -- Friends Come to Me,X7 -- Self-Confident,"X8 -- Eat Balanced, Nutritious Meals",X9 -- Buy New Products,X10 -- Careful about What I Eat,X11 -- Try New Brands,X12 -- Friendly Employees,X13 -- Fun Place to Eat,X14 -- Large Size Portions,X15 -- Fresh Food,X16 -- Reasonable Prices,X17 -- Attractive Interior,X18 -- Excellent Food Taste,X19 -- Knowledgeable Employees,X20 -- Proper Food Temperature,X21 -- Speed of Service,X22 -- Satisfaction,X23 -- Likely to Return,X24 -- Likely to Recommend,X25 -- Frequency of Eating at  . . .  ??,X26 -- Price,X27 -- Food Quality,X28 -- Atmosphere,X29 -- Service,x30 -- Distance Driven,X31 -- Ad Recall,X32 -- Gender,X33 -- Number of Children at Home,X34 -- Age,X35 -- Income,X36 -- Innovator,X37 -- Health Conscious,X38 -- Opinion Leader,X39 -- Outgoing,X40 -- Service,X41 -- Food,X42 -- Value,X43 -- Atmosphere
98,260.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,Strongly Agree,4.0,6.0,Strongly Agree,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,6.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,5.0,Occasionally,Most Important,3.0,Least Important,2.0,More than 5 miles,Recall Ads,Female,No Children at Home,60 and Over,100000.0,Strongly Agree,3.3333333333333335,6.333333333333333,6.0,5.333333333333333,6.333333333333333,6.0,5.5
99,263.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,2.0,Strongly Agree,5.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,Least Important,3.0,Most Important,2.0,More than 5 miles,Recall Ads,Male,More Than 2 Children at Home,35 - 49,75000.0,Strongly Agree,2.6666666666666665,5.333333333333333,6.5,5.333333333333333,6.666666666666667,4.0,5.0
100,264.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,4.0,5.0,5.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,Occasionally,Most Important,3.0,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,19000.0,6.0,4.0,5.0,4.0,4.333333333333333,5.333333333333333,4.0,4.0
101,269.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,Strongly Agree,3.0,Strongly Agree,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,4.0,5.0,4.0,4.0,Somewhat Frequently,Most Important,Least Important,2.0,3.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,26 - 34,85000.0,4.666666666666667,3.3333333333333335,Strongly Agree,5.0,3.6666666666666665,6.333333333333333,6.0,5.0
102,270.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,6.0,5.0,4.0,Strongly Agree,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,Very Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,75000.0,4.0,4.333333333333333,5.0,6.5,3.6666666666666665,5.333333333333333,4.0,3.0
103,272.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,5.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,6.0,Very Frequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,155000.0,Strongly Agree,2.6666666666666665,6.0,5.0,5.333333333333333,6.666666666666667,4.5,5.0
104,273.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,4.0,4.0,5.0,Strongly Agree,5.0,4.0,Strongly Agree,4.0,6.0,Strongly Agree,5.0,4.0,3.0,Somewhat Frequently,Most Important,3.0,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,50000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
105,278.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,5.0,5.0,4.0,4.0,5.0,Strongly Agree,6.0,Strongly Agree,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,Strongly Agree,5.0,4.0,2.0,Occasionally,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,35 - 49,60000.0,Strongly Agree,5.333333333333333,4.0,5.0,5.333333333333333,4.333333333333333,3.0,4.0
106,283.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,3.0,6.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Occasionally,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,50 - 59,20000.0,Strongly Agree,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,4.0
107,289.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,6.0,6.0,Strongly Agree,4.0,Strongly Agree,4.0,Strongly Agree,5.0,6.0,5.0,Strongly Agree,5.0,6.0,6.0,6.0,5.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,Most Important,2.0,3.0,Least Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,18 - 25,95000.0,Strongly Agree,3.3333333333333335,6.333333333333333,6.0,6.0,6.0,5.0,6.0
108,290.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,4.0,6.0,4.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,Strongly Agree,6.0,4.0,3.0,Occasionally,2.0,Most Important,Least Important,3.0,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,65000.0,Strongly Agree,4.0,4.0,5.5,5.333333333333333,5.666666666666667,3.0,3.5
109,291.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,2.0,Strongly Agree,5.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,6.0,3.0,Strongly Agree,3.0,6.0,Strongly Agree,Strongly Agree,6.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,Most Important,3.0,Least Important,2.0,Less than 1 mile,Recall Ads,Female,1-2 Children at Home,18 - 25,110000.0,Strongly Agree,2.6666666666666665,5.333333333333333,6.5,6.333333333333333,6.666666666666667,3.0,6.0
110,296.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,3.0,6.0,2.0,6.0,6.0,6.0,2.0,Strongly Agree,2.0,Strongly Agree,5.0,3.0,5.0,Strongly Agree,5.0,3.0,Strongly Agree,4.0,Strongly Agree,Strongly Agree,7 = Highly Satisfied,6.0,Definitely Will Recommend,Very Frequently,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,120000.0,Strongly Agree,2.0,6.0,4.5,5.333333333333333,Strongly Agree,5.0,3.0
111,297.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,6.0,2.0,Strongly Agree,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,90000.0,Strongly Agree,2.6666666666666665,6.0,Strongly Agree,5.333333333333333,6.666666666666667,4.0,3.0
112,300.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,6.0,3.0,5.0,5.0,6.0,5.0,Strongly Agree,4.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,5.0,5.0,4.0,5.0,Strongly Agree,7 = Highly Satisfied,6.0,6.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Recall Ads,Female,No Children at Home,35 - 49,145000.0,Strongly Agree,4.0,5.666666666666667,4.5,5.333333333333333,5.666666666666667,4.0,4.0
113,302.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,Strongly Agree,3.0,5.0,Strongly Agree,6.0,2.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,6.0,Strongly Agree,6.0,5.0,Strongly Agree,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,26 - 34,80000.0,Strongly Agree,3.0,6.666666666666667,4.5,6.333333333333333,6.333333333333333,6.0,4.5
114,304.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,4.0,3.0,6.0,4.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,2.0,3.0,Strongly Agree,3.0,2.0,6.0,4.0,5.0,Strongly Agree,4.0,4.0,4.0,Occasionally,2.0,Most Important,3.0,Least Important,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,26 - 34,20000.0,Strongly Agree,3.6666666666666665,4.0,6.5,5.333333333333333,6.0,3.0,2.0
115,305.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,3.0,5.0,6.0,6.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,6.0,4.0,Strongly Agree,4.0,6.0,6.0,6.0,5.0,Strongly Agree,7 = Highly Satisfied,6.0,Definitely Will Recommend,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,26 - 34,230000.0,Strongly Agree,3.6666666666666665,6.0,5.5,6.0,6.0,4.0,6.0
116,306.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,3.0,5.0,4.0,Strongly Agree,4.0,5.0,5.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,5.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,3.0,Most Important,Least Important,2.0,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,65000.0,Strongly Agree,4.333333333333333,4.666666666666667,5.0,6.333333333333333,5.333333333333333,3.0,4.5
117,307.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,Occasionally,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,25000.0,5.0,3.6666666666666665,5.0,5.5,4.333333333333333,5.333333333333333,4.0,4.0
118,311.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,Occasionally,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,55000.0,4.0,4.666666666666667,5.0,3.0,4.0,4.666666666666667,4.0,3.0
119,312.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,3.0,5.0,5.0,6.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,5.0,Strongly Agree,4.0,5.0,5.0,4.0,3.0,Strongly Agree,7 = Highly Satisfied,Highly Likely,Definitely Will Recommend,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,35 - 49,160000.0,Strongly Agree,4.333333333333333,5.666666666666667,5.0,5.333333333333333,5.0,4.5,4.5
120,318.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,3.0,6.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Somewhat Infrequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,50 - 59,24000.0,Strongly Agree,3.6666666666666665,5.0,6.0,5.333333333333333,5.666666666666667,4.0,3.5
121,323.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,Strongly Agree,5.0,4.0,3.0,Occasionally,Least Important,Most Important,2.0,3.0,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,60000.0,Strongly Agree,4.0,4.0,4.5,5.333333333333333,5.666666666666667,3.0,4.0
122,324.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,4.0,6.0,6.0,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,6.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,5.0,Occasionally,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,50 - 59,120000.0,Strongly Agree,3.3333333333333335,5.666666666666667,6.0,5.333333333333333,6.333333333333333,6.0,5.5
123,327.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,5.0,5.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,3.0,2.0,Least Important,Most Important,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,35 - 49,120000.0,Strongly Agree,2.6666666666666665,5.666666666666667,5.0,5.333333333333333,6.666666666666667,4.0,5.0
124,328.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,4.0,5.0,6.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,27000.0,6.0,4.0,5.333333333333333,4.0,4.333333333333333,5.333333333333333,4.0,4.0
125,333.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,5.0,Strongly Agree,4.0,4.0,Strongly Agree,6.0,3.0,Strongly Agree,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,4.0,5.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,26 - 34,75000.0,4.666666666666667,3.3333333333333335,6.666666666666667,4.5,3.6666666666666665,6.333333333333333,6.0,5.0
126,334.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,Occasionally,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,60000.0,4.0,4.333333333333333,5.0,6.0,3.6666666666666665,5.333333333333333,4.0,3.0
127,336.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,5.0,5.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,7 = Highly Satisfied,6.0,5.0,Very Frequently,Most Important,2.0,Least Important,3.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,110000.0,Strongly Agree,2.6666666666666665,5.666666666666667,5.0,5.333333333333333,6.666666666666667,4.5,5.0
128,337.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,4.0,4.0,5.0,Strongly Agree,5.0,4.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,5.0,5.0,Somewhat Frequently,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,120000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
129,342.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,5.0,6.0,4.0,4.0,5.0,Strongly Agree,6.0,Strongly Agree,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,Strongly Agree,5.0,4.0,2.0,Occasionally,Least Important,Most Important,3.0,2.0,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,35 - 49,65000.0,Strongly Agree,5.333333333333333,4.0,5.5,5.333333333333333,4.333333333333333,3.0,4.0
130,347.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,3.0,6.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,5.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,20000.0,Strongly Agree,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,4.0
131,353.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,2.0,6.0,6.0,4.0,6.0,4.0,Strongly Agree,5.0,6.0,5.0,Strongly Agree,5.0,6.0,6.0,6.0,5.0,Strongly Agree,5.0,5.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,18 - 25,18000.0,6.666666666666667,3.3333333333333335,6.0,4.0,6.0,6.0,5.0,6.0
132,354.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,4.0,6.0,5.0,5.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,Strongly Agree,6.0,5.0,5.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,90000.0,Strongly Agree,4.0,5.333333333333333,5.5,5.333333333333333,5.666666666666667,3.0,3.5
133,355.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,3.0,Strongly Agree,5.0,6.0,3.0,Strongly Agree,3.0,6.0,Strongly Agree,Strongly Agree,6.0,Strongly Agree,7 = Highly Satisfied,6.0,Definitely Will Recommend,Very Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Recall Ads,Female,More Than 2 Children at Home,18 - 25,165000.0,6.666666666666667,2.6666666666666665,6.0,5.0,6.333333333333333,6.666666666666667,3.0,6.0
134,360.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,2.0,Strongly Agree,6.0,5.0,2.0,Strongly Agree,2.0,Strongly Agree,5.0,3.0,5.0,Strongly Agree,5.0,3.0,Strongly Agree,4.0,Strongly Agree,Strongly Agree,5.0,6.0,4.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,24000.0,Strongly Agree,2.0,5.333333333333333,6.5,5.333333333333333,Strongly Agree,5.0,3.0
135,363.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,3.0,6.0,3.0,4.0,5.0,6.0,5.0,Strongly Agree,4.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,5.0,5.0,4.0,5.0,Strongly Agree,6.0,5.0,5.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Recall Ads,Female,No Children at Home,35 - 49,100000.0,Strongly Agree,4.0,5.666666666666667,3.5,5.333333333333333,5.666666666666667,4.0,4.0
136,365.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,3.0,5.0,5.0,2.0,6.0,4.0,Strongly Agree,5.0,4.0,6.0,Strongly Agree,6.0,5.0,Strongly Agree,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,26 - 34,85000.0,6.666666666666667,3.0,5.0,3.5,6.333333333333333,6.333333333333333,6.0,4.5
137,367.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,4.0,3.0,Strongly Agree,4.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,2.0,3.0,Strongly Agree,3.0,2.0,6.0,4.0,5.0,Strongly Agree,4.0,4.0,4.0,Occasionally,2.0,Most Important,Least Important,3.0,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,26 - 34,20000.0,Strongly Agree,3.6666666666666665,4.0,6.5,5.333333333333333,6.0,3.0,2.0
138,368.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,3.0,5.0,5.0,6.0,4.0,6.0,4.0,Strongly Agree,5.0,6.0,4.0,Strongly Agree,4.0,6.0,6.0,6.0,4.0,Strongly Agree,7 = Highly Satisfied,Highly Likely,6.0,Very Frequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Recall Ads,Female,More Than 2 Children at Home,26 - 34,200000.0,6.666666666666667,3.6666666666666665,5.333333333333333,5.5,6.0,5.666666666666667,4.0,6.0
139,369.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,5.0,5.0,Strongly Agree,4.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,75000.0,6.666666666666667,4.333333333333333,4.0,5.5,6.333333333333333,5.0,3.0,4.5
140,370.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,2.0,6.0,5.0,5.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,Occasionally,2.0,Most Important,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,20000.0,6.0,3.6666666666666665,5.0,5.5,4.333333333333333,5.333333333333333,4.0,4.0
141,374.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,Strongly Agree,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,Somewhat Infrequently,2.0,Most Important,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,70000.0,5.0,4.666666666666667,5.333333333333333,5.5,4.0,4.666666666666667,4.0,3.0
142,375.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,6.0,3.0,5.0,5.0,5.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,5.0,Strongly Agree,4.0,5.0,5.0,4.0,3.0,Strongly Agree,5.0,6.0,5.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,130000.0,Strongly Agree,4.333333333333333,5.333333333333333,4.5,5.333333333333333,5.0,4.5,4.5
143,381.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,3.0,6.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Occasionally,2.0,Most Important,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,No Children at Home,60 and Over,22000.0,Strongly Agree,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,3.5
144,385.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,4.0,5.0,4.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,Strongly Agree,5.0,4.0,3.0,Somewhat Infrequently,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,60000.0,Strongly Agree,4.0,4.0,5.0,5.333333333333333,5.666666666666667,3.0,4.0
145,386.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,Strongly Agree,4.0,3.0,Strongly Agree,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,6.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,7 = Highly Satisfied,6.0,Definitely Will Recommend,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Female,No Children at Home,60 and Over,145000.0,Strongly Agree,3.3333333333333335,6.666666666666667,4.5,5.333333333333333,6.333333333333333,6.0,5.5
146,389.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,6.0,2.0,Strongly Agree,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,80000.0,Strongly Agree,2.6666666666666665,6.0,Strongly Agree,5.333333333333333,6.666666666666667,4.0,5.0
147,390.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,2.0,5.0,5.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,5.0,6.0,5.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,35 - 49,110000.0,Strongly Agree,2.6666666666666665,5.333333333333333,5.0,5.333333333333333,6.666666666666667,4.5,5.0
