,ID,Company,Prod_Quality,Service_Quality,Price_Value,Satisfaction,Repurchase,Recommend,Recommend_Site,Satisfaction_With,Variety_Prods,Variety_Prods_Needs,Ease_Navigation,Ease_Prods_Needs,Availability_Prods,Discounts,Info_Prods,Ease_Comparing,Ease_Special_Needs,Ease_Cart,Ease_Check_Out,Security,Delivery,Delivery_Range,Order_Tracking,Delivery_Time,Fidelity_Prods,Feedback,Return_Policies,Channel_Pref,Pay_Pref,Pay_Pref_Other,Read_Reviews,Interacted_Seller,Satisfaction_Reviews,Satisfaction_Channels_Seller,No_Purchases_6m,Amount_Spent_3m,Shop_Behavior,Age,Race,Employment,Income_Personal,Income_House,Ed,No_Children,Marital,Gender,House_Type,Date_Interview
815,2910,QOO10,6,7,8,8,7,5,0,8,7,6,8,6,9,7,9,8,6,7,7,8,6,7,8,9,8,7,97,2,1, ,1,1,8,8,2,50,3,27,2,1,4,7,8,99,1,2,4,04/02/2018
816,2917,AMAZON,7,8,7,8,8,7,1,8,8,7,9,7,6,8,6,7,9,7,8,8,7,10,8,7,7,7,7,2,1, ,1,2,9, ,1,760,1,36,1,1,4,6,8,3,2,1,3,04/03/2018
817,2921,NET-A-PORTER,5,5,5,4,5,4,0,4,4,3,7,6,7,5,5,6,7,7,6,7,6,6,7,7,6,7,5,1,6,Debit Card,1,2,7, ,1,60,2,22,1,2,2,4,7,99,1,1,3,04/03/2018
818,2924,AMAZON,7,8,8,8,7,9,0,8,6,6,7,8,9,7,9,8,7,7,10,10,8,9,97,9,8,9,97,2,1, ,1,2,7, ,4,90,2,41,3,1,5,8,9,3,2,2,4,04/06/2018
819,2925,REDMART,7,7,8,7,7,7,0,8,7,6,6,7,8,10,7,9,9,8,9,9,10,7,8,8,7,8,7,2,2, ,1,2,9, ,6,150,3,41,2,3, ,5,4,2,2,2,4,04/06/2018
820,2933,TAOBAO/TMALL,8,7,7,8,9,8,0,7,8,7,8,6,7,8,8,8,8,8,8,8,7,7,97,7,7,7,97,3,1, ,1,2,8, ,1,200,1,28,1,1,3,8,8,99,1,1,4,04/06/2018
821,2935,REDMART,8,7,8,8,7,8,0,8,8,7,8,6,10,8,8,10,8,7,6,9,6,8,97,8,8,7,6,3,6,Debit Card,1,2,6, ,3,250,2,51,1,3, ,8,6,4,2,2,4,04/08/2018
822,2936,AMAZON,7,7,8,8,8,7,0,8,8,9,9,9,7,6,7,8,8,7,9,9,8,7,8,6,7,7,8,1,1, ,1,2,8, ,1,30,3,32,1,1,4,4,9,1,2,1,4,04/08/2018
823,2945,FAVE,7,8,8,8,8,9,1,9,7,8,7,6,8,9,9,10,97,8,7,7,8,9,97,9,9,6,8,2,1, ,1,1,7,6,1,300,3,48,2,1,5,6,7,3,2,1,2,03/05/2018
824,2948,QOO10,8,8,9,8,7,7,0,8,8,9,7,8,7,6,9,8,8,10,9,9,9,7,9,9,8,8,97,2,1, ,1,1,8,9,4,90,2,27,1,1,2,5,7,99,1,1,2,03/05/2018
825,2954,CAROUSELL,8,7,9,8,8,7,0,7,7,7,8,6,8,10,7,10,7,7,10,9,9,8,9,10,7,8,8,1,5, ,1,1,6,8,1,75,3,30,1,1,4,5,8,3,2,1,3,04/12/2018
826,2955,AMAZON,9,8,8,7,8,5,0,8,8,8,7,8,6,8,8,7,8,7,8,8,7,7,9,8,7,6,97,1,6,Amazon Pay,1,2,10, ,5,140,3,31,3,1,4,97,7,99,1,2,3,4/13/2018
827,2958,CAROUSELL,8,8,6,8,8,9,0,8,7,7,6,8,8,7,7,7,6,7,6,8,9,8,9,10,8,9,97,2,5, ,1,1,7,7,1,200,3,32,2,1,4,6,8,3,2,2,3,4/13/2018
828,2962,ZALORA,9,8,9,8,7,7,0,8,8,10,9,10,8,10,9,9,7,7,9,8,8,8,6,8,10,6,7,1,5, ,2,2, , ,2,100,1,31,1,1,4,6,8,1,2,2,2,4/13/2018
829,2967,ZALORA,5,4,5,5,4,3,0,5,6,7,7,6,7,6,6,5,5,6,7,6,3,6,4,4,6,5,97,2,1, ,1,2,7, ,1,50,3,32,1,1,3,4,6,99,1,2,2,4/14/2018
830,2975,TAOBAO/TMALL,6,6,8,6,7,6,0,7,8,7,7,8,8,6,6,7,8,7,6,7,8,8,6,7,6,6,8,3,1, ,1,1,6,7,3,200,3,46,1,1,3,5,7,3,2,1,3,4/15/2018
831,2977,ZALORA,8,9,7,9,9,8,1,9,8,7,10,10,8,10,10,7,9,7,9,9,8,9,9,8,9,9,8,3,1, ,1,1,8,9,1,70,2,29,2,1,3,6,8,99,1,1,3,4/15/2018
832,2978,ZALORA,8,8,7,7,7,7,0,8,7,6,7,7,8,7,6,6,8,7,6,7,8,7,7,6,8,8,7,1,1, ,1,2,9, ,2,50,3,40,4,1,2,3,6,99,1,1,3,4/15/2018
833,2991,FAVE,8,8,8,8,8,8,1,8,8,8,7,8,8,9,8,7,7,8,7,7,6,6,9,7,10,6,6,2,2, ,1,1,9,8,5,20,3,35,3,1,3,5,8,99,1,1,2,2/22/2018
834,2992,ASOS,9,8,10,9,9,7,0,9,8,10,7,9,8,10,10,7,9,8,10,10,8,9,8,8,9,9,8,2,2, ,1,2,8, ,1,120,3,35,1,1,3,3,6,2,2,1,2,2/22/2018
835,2993,FAVE,6,7,7,8,8,7,1,7,7,6,8,6,7,9,10,7,7,8,7,8,7,9,8,8,7,8,8,1,1, ,2,2, , ,3,100,3,33,5,1,4,6,9,3,2,2,2,2/22/2018
836,2996,AMAZON,3,4,4,5,3,5,0,5,6,6,7,6,6,7,5,6,5,5,6,7,4,4,5,3,6,5,6,2,6,Debit Card,2,2, , ,1,75,1,21,1,5, ,3,7,99,1,1,2,2/23/2018
837,3006,CAROUSELL,8,6,8,8,8,8,0,8,6,8,9,7,6,6,8,7,8,7,8,6,8,8,7,8,8,7,8,3,2, ,1,1,7,8,2,50,2,32,4,1,5,5,8,99,1,2,3,03/06/2018
838,3009,LAZADA,8,7,10,8,8,8,1,8,6,7,7,8,8,7,8,6,8,7,6,9,9,8,9,9,8,8,97,2,6,Debit Card,1,1,8,9,1,320,3,27,1,6, ,4,7,3,2,2,3,03/06/2018
839,3011,EBAY,7,8,8,8,8,9,1,8,6,8,8,7,7,8,10,7,7,8,6,7,7,7,9,8,9,97,7,1,1, ,1,2,7, ,1,50,2,26,1,1,3,7,8,99,1,2,3,03/06/2018
840,3020,CAROUSELL,7,8,8,8,8,8,1,7,9,7,8,7,6,8,7,7,9,6,6,8,7,9,8,8,10,8,9,1,5, ,1,1,6,8,1,30,3,23,1,5, ,4,5,99,1,1,4,04/03/2018
841,3023,AMAZON,8,6,7,6,6,6,0,6,7,6,7,8,8,7,7,6,6,7,7,8,6,6,8,7,8,7,7,2,1, ,2,1, ,8,3,80,3,38,3,3, ,3,7,2,2,2,4,04/05/2018
842,3024,TAOBAO/TMALL,7,6,7,8,8,7,1,8,9,8,8,10,7,8,9,7,6,9,7,7,8,7,6,10,9,7,8,1,1, ,1,1,7,9,3,240,1,44,1,3, ,97,6,3,2,2,4,04/05/2018
843,3025,EBAY,8,8,7,9,7,8,0,9,10,10,9,7,10,9,9,8,7,9,8,10,9,9,97,10,10,9,7,2,1, ,1,1,9,9,9,75,2,32,5,1,4,7,8,2,2,2,4,04/05/2018
844,3026,AMAZON,9,8,9,7,8,9,0,8,8,8,8,9,7,7,7,8,97,7,10,9,8,9,9,7,7,8,97,2,1, ,1,2,6, ,2,15,3,42,2,1,5,6,8,3,2,2,4,04/05/2018
845,3032,ZALORA,8,8,8,8,8,8,0,8,8,6,7,7,9,7,8,8,7,8,9,7,8,7,7,8,9,6,7,1,5, ,1,2,7, ,5,20,3,26,3,1,1,3,7,99,1,1,3,04/06/2018
846,3038,CAROUSELL,6,7,6,6,7,6,0,7,7,6,6,6,7,6,6,7,8,7,7,7,8,7,97,6,6,6,7,2,5, ,1,1,8,6,2,100,3,48,1,1,4,7,6,4,2,1,3,04/07/2018
847,3039,TAOBAO/TMALL,9,7,10,9,10,8,0,8,7,7,8,10,8,8,7,9,9,7,7,7,9,9,10,10,7,9,8,2,1, ,1,2,7, ,4,100,2,38,1,1,6,6,8,4,2,1,3,04/07/2018
848,3041,SSENSE,8,8,7,7,7,8,0,7,6,7,7,8,9,9,6,8,7,6,7,7,8,7,6,8,9,7,7,2,6,Debit Card,1,2,8, ,1,420,3,26,1,1,3,5,6,1,2,1,3,04/07/2018
849,3043,EBAY,8,8,9,8,8,9,0,9,9,7,8,9,9,8,10,9,6,8,7,8,6,8,7,7,7,8,9,1,1, ,1,1,10,8,1,30,3,46,1,1,5,6,7,3,2,2,3,04/10/2018
850,3045,TAOBAO/TMALL,9,8,7,7,8,6,0,8,9,8,8,9,8,8,7,6,8,7,7,7,8,8,7,7,9,8,6,2,1, ,1,1,7,6,2,190,3,37,1,1,3,5,7,2,2,2,3,04/10/2018
851,3047,QOO10,6,6,9,8,8,9,1,9,9,8,8,9,6,9,10,10,9,8,6,9,8,9,8,8,6,9,7,1,1, ,2,2, , ,1,300,2,29,1,1,3,7,8,99,1,2,3,04/10/2018
852,3049,EBAY,8,6,7,7,7,7,0,7,6,7,7,8,7,8,8,9,7,7,8,8,7,6,8,10,10,7,6,1,1, ,1,1,9,7,1,50,2,30,1,1,98,98,7,99,1,1,3,04/10/2018
853,3051,EBAY,7,7,6,8,7,7,0,9,6,8,6,7,10,8,8,10,9,7,7,6,6,9,97,7,8,6,9,2,2, ,1,1,7,8,1,130,1,48,3,1,5,6,8,3,2,2,3,04/10/2018
854,3057,HONESTBEE,8,9,8,7,7,8,0,6,7,8,8,9,7,8,8,6,7,9,8,8,6,10,7,8,10,7,7,2,1, ,1,2,7, ,4,400,2,32,1,1,4,6,8,2,2,2,3,04/12/2018
855,3059,AMAZON,7,9,7,8,8,7,1,8,8,6,7,8,8,7,7,6,97,8,8,9,7,8,6,7,6,9,9,2,1, ,1,2,9, ,1,300,2,29,3,1,4,97,8,99,1,1,3,04/02/2018
856,3064,FAVE,9,6,8,8,7,7,0,8,7,7,8,7,8,6,7,6,97,8,9,8,8,8,97,8,10,7,7,2,1, ,1,2,8, ,1,20,3,26,1,1,2,5,7,99,1,1,3,04/02/2018
857,3068,FAVE,9,10,7,9,9,7,0,9,8,9,10,10,10,9,10,7,97,10,10,10,9,7,97,9,9,8,9,3,2, ,2,1, ,8,7,80,1,43,1,1,4,6,8,3,2,1,3,04/03/2018
858,3072,CAROUSELL,8,7,9,8,6,7,0,8,9,10,7,8,8,9,7,10,9,10,8,9,9,9,8,8,6,6,97,1,5, ,1,1,6,9,3,200,3,31,1,2,2,7,8,99,1,2,3,04/03/2018
859,3074,TAOBAO/TMALL,7,9,9,9,8,9,1,9,10,9,9,8,9,8,8,8,9,10,10,9,10,8,9,9,9,10,8,2,1, ,1,2,8, ,1,140,3,31,1,1,4,6,8,99,1,1,3,04/03/2018
860,3077,TAOBAO/TMALL,4,4,5,4,5,3,0,3,6,7,4,5,7,7,4,6,3,7,6,6,8,8,2,5,7,2,8,2,1, ,1,2,8, ,1,300,3,50,1,1,4,8,7,4,2,2,4,04/04/2018
861,3081,FAVE,6,6,7,6,8,8,0,7,8,6,7,7,8,6,7,6,8,8,7,8,8,97,97,8,7,7,97,3,2, ,1,2,8, ,1,60,3,28,4,1,1,97,7,99,1,1,4,04/05/2018
862,3082,ZALORA,9,7,8,7,6,6,0,7,9,7,8,7,9,7,10,8,6,6,7,7,8,6,6,9,8,6,7,1,1, ,1,2,6, ,1,100,1,21,1,5, ,4,5,99,1,1,4,04/05/2018
863,3089,SHOPEE,8,8,8,7,8,7,0,7,7,8,8,7,7,9,8,8,7,7,6,7,7,7,8,8,8,7,6,1,6,Fund Transfer,1,2,9, ,1,80,1,47,1,3, ,98,8,3,2,2,4,04/06/2018
864,3090,FAVE,4,4,4,5,5,5,0,5,8,6,6,7,7,5,7,6,7,7,5,5,7,3,5,7,7,2,3,1,2, ,1,2,6, ,1,100,3,20,1,5, ,4,7,99,1,2,4,04/06/2018
865,3091,HONESTBEE,4,4,5,5,5,3,0,5,7,6,5,7,6,6,7,6,7,4,4,6,7,6,97,7,7,6,97,1,6,Debit Card,1,2,8, ,1,100,3,45,1,3, ,97,7,2,2,2,4,04/06/2018
866,3095,AMAZON,9,8,8,8,8,7,0,8,9,9,8,9,9,10,10,8,7,6,7,6,7,9,7,8,9,8,8,1,1, ,1,2,8, ,1,80,3,36,1,1,5,7,9,3,2,1,4,04/06/2018
867,3097,FAVE,8,7,9,7,7,7,0,8,9,8,9,9,7,9,9,7,8,6,8,8,7,8,6,8,8,7,7,2,1, ,1,1,10,8,2,50,2,41,3,1,3,7,8,5,2,1,4,04/06/2018
868,3102,FAVE,6,7,8,7,8,9,0,6,9,9,8,9,7,6,6,7,9,9,6,7,7,8,8,8,6,6,97,1,1, ,1,1,7,6,5,55,3,45,1,1,5,7,8,3,2,2,4,4/16/2018
869,3109,FAVE,7,7,7,8,8,7,0,8,7,8,6,7,8,10,8,9,6,9,8,9,7,9,6,8,8,9,7,1,1, ,1,1,9,8,1,210,1,47,2,1,4,6,8,4,2,2,3,4/17/2018
870,3113,LAZADA,9,8,8,8,7,8,1,8,8,8,8,7,6,9,9,7,8,6,6,8,8,9,7,8,6,8,8,2,2, ,1,2,9, ,4,50,2,20,1,5, ,4,5,99,1,1,3,4/17/2018
871,3116,EBAY,8,7,8,7,8,7,0,7,8,9,8,7,7,10,8,8,7,7,8,7,7,7,7,7,9,8,7,2,1, ,1,1,8,9,1,50,2,37,1,1,4,7,7,1,2,2,3,04/07/2018
872,3128,DRESSABELLE,7,6,6,7,7,8,0,8,8,7,6,6,8,6,6,7,8,6,6,8,8,8,7,9,6,7,8,2,6,Debit Card,1,1,7,7,4,75,3,25,3,1,2,6,8,99,1,2,4,04/08/2018
873,3131,SHOPEE,8,7,6,8,8,7,0,8,7,9,6,6,7,6,6,8,7,8,8,8,8,7,8,7,6,7,9,2,1, ,1,1,6,7,2,90,3,36,5,1,5,97,9,99,1,1,4,04/08/2018
874,3135,FAVE,7,7,8,8,7,7,1,8,10,8,8,9,7,9,7,7,8,7,7,8,8,8,8,9,8,9,7,1,2, ,1,1,9,8,1,100,2,29,1,1,2,7,7,99,1,1,3,03/09/2018
875,3136,NET-A-PORTER,7,7,8,8,8,7,0,8,8,7,9,9,6,6,7,9,7,7,8,9,6,8,97,7,8,7,97,3,2, ,1,2,7, ,1,300,3,43,1,1,6,6,8,2,2,1,3,03/09/2018
876,3139,QOO10,7,9,7,7,7,8,1,8,7,7,7,8,9,7,7,9,8,7,8,7,9,9,6,9,8,6,7,1,1, ,1,1,10,7,1,100,3,41,1,3, ,5,7,4,2,2,3,03/09/2018
877,3140,REDMART,9,9,8,9,9,10,0,9,8,10,10,9,7,8,10,10,9,8,9,9,7,9,97,7,10,9,9,2,1, ,1,2,10, ,4,400,3,44,3,3, ,8,8,4,2,2,3,03/09/2018
878,3146,ZALORA,7,8,7,7,7,6,0,7,8,7,9,7,10,7,8,10,8,9,7,7,8,6,97,10,10,8,97,1,5, ,1,2,7, ,1,80,2,28,1,1,2,7,7,99,1,1,4,03/10/2018
879,3149,CAROUSELL,7,6,8,8,7,7,0,8,6,7,8,7,9,7,7,6,8,7,7,9,7,7,97,10,8,6,8,3,5, ,2,1, ,8,2,300,1,28,1,1,4,9,8,99,1,1,4,03/10/2018
880,3157,AMAZON,9,8,9,8,7,9,0,8,7,6,8,6,8,7,7,9,8,8,7,8,6,7,97,8,7,9,97,1,1, ,2,2, , ,1,80,1,29,1,1,3,7,8,2,2,1,4,03/11/2018
881,3160,CAROUSELL,7,6,7,6,6,6,0,7,8,6,7,8,8,6,8,7,6,7,6,8,7,7,7,8,6,7,7,2,2, ,1,1,6,7,1,300,2,31,1,1,3,3,6,2,2,1,3,3/19/2018
882,3164,EBAY,8,10,8,10,10,9,1,10,8,10,7,9,7,8,7,7,10,8,7,10,10,10,10,9,9,9,9,1,1, ,2,1, ,7,1,50,3,49,1,3, ,4,9,2,2,2,3,3/19/2018
883,3168,TAOBAO/TMALL,8,7,7,8,7,7,0,8,7,9,8,7,8,6,7,8,8,7,7,6,7,8,7,7,8,9,7,1,3, ,1,1,6,8,1,100,3,30,1,1,2,7,7,99,1,1,4,3/19/2018
884,3170,ZALORA,6,6,7,8,8,7,0,8,9,7,8,7,7,7,6,6,6,10,9,10,8,8,97,8,8,8,97,1,1, ,1,2,8, ,2,15,2,38,1,1,6,6,9,2,2,1,4,3/20/2018
885,3178,EBAY,7,7,8,8,8,7,0,8,8,6,8,9,9,10,6,8,7,9,7,8,9,6,6,8,6,9,7,1,2, ,1,2,7, ,2,100,1,47,3,1,4,6,8,4,2,2,3,3/21/2018
886,3179,FAVE,7,7,9,7,6,6,0,6,8,6,6,7,9,10,8,8,6,7,7,7,6,7,8,8,8,7,6,1,2, ,1,2,9, ,1,60,2,25,2,1,2,3,7,99,1,1,3,3/21/2018
887,3188,QOO10,9,7,9,9,8,7,1,8,7,7,10,8,8,7,8,10,9,9,7,7,8,9,97,9,9,9,9,2,6,Bank Transfer,1,1,7,8,2,130,1,36,2,1,4,8,8,99,1,2,4,3/22/2018
888,3190,TAOBAO/TMALL,7,9,9,9,8,7,1,9,9,10,9,9,9,10,9,9,8,9,9,8,7,8,97,7,7,9,8,3,1, ,1,2,10, ,1,60,3,22,1,5, ,97,7,99,1,2,4,3/22/2018
889,3194,QOO10,6,6,6,8,7,8,1,7,6,7,7,6,9,7,8,7,7,7,8,8,7,8,8,8,7,9,8,2,6,Bank Transfer,2,1, ,9,1,30,3,32,5,1,4,6,8,2,2,1,3,04/11/2018
890,3195,QOO10,7,6,7,8,8,8,0,9,10,8,9,10,7,9,7,8,9,7,8,8,8,8,97,8,9,9,97,1,1, ,1,1,6,9,1,150,3,38,1,1,98,98,9,3,2,1,3,04/11/2018
891,3196,AMAZON,8,7,8,8,7,7,0,7,9,9,9,9,7,8,8,7,7,7,8,8,7,8,8,7,8,7,6,1,1, ,1,1,8,7,1,85,3,39,1,1,2,3,6,99,1,1,3,04/11/2018
892,3207,LAZADA,9,8,8,8,8,9,1,8,7,7,9,8,9,7,7,8,7,7,7,7,9,8,8,8,8,6,7,2,1, ,1,2,9, ,3,50,2,47,3,1,7,8,9,3,2,1,4,04/12/2018
893,3210,QOO10,9,9,8,9,9,10,1,9,9,8,8,9,8,7,9,7,9,8,9,8,9,9,9,7,8,9,10,1,1, ,1,1,10,10,1,150,2,30,1,1,2,7,8,99,1,1,3,04/12/2018
894,3219,CAROUSELL,8,7,8,7,7,7,0,7,9,7,9,7,8,6,9,10,7,9,8,8,7,8,97,10,8,7,97,2,6,Fund Transfer,1,1,8,6,1,65,3,35,1,1,4,6,7,3,2,1,3,4/13/2018
895,3225,EBAY,7,6,7,7,9,9,1,7,8,8,9,9,7,10,8,8,7,7,8,6,8,7,8,6,8,8,8,1,1, ,2,2, , ,1,60,1,39,5,1,4,7,8,3,2,1,3,4/13/2018
896,3229,AMAZON,2,5,4,3,3,3,0,2,7,7,6,7,7,6,6,7,97,5,6,5,7,7,6,7,6,97,3,2,1, ,2,2, , ,1,100,3,39,1,3, ,3,7,2,2,2,3,4/14/2018
897,3231,FAVE,8,9,8,8,6,6,0,8,8,7,7,6,8,7,7,8,6,8,8,8,8,9,97,8,9,7,7,2,2, ,1,1,8,7,1,300,2,49,1,1,1,6,4,1,2,1,3,4/14/2018
898,3232,SHOPEE,8,7,6,7,8,7,0,7,7,6,9,8,8,6,6,7,7,8,8,8,6,7,8,7,9,8,7,3,1, ,1,1,10,8,1,100,3,27,1,1,2,97,6,99,1,1,3,4/14/2018
899,3234,ZALORA,9,7,7,7,6,8,0,7,6,7,9,9,8,10,9,7,6,7,7,6,8,9,6,8,9,7,8,2,2, ,2,1, ,7,2,40,2,24,1,5, ,3,7,99,1,1,3,4/14/2018
900,3236,SSENSE,9,8,9,9,8,8,1,9,9,10,10,8,9,10,9,9,9,9,8,9,9,8,9,8,10,9,8,2,2, ,1,1,10,8,1,620,3,28,1,1,3,5,8,99,1,2,3,4/14/2018
901,3238,EBAY,8,7,9,9,8,9,0,9,8,7,9,9,9,10,10,8,8,8,10,7,7,8,9,8,9,9,8,2,1, ,1,1,7,8,1,120,1,31,1,1,3,6,8,99,1,2,3,4/19/2018
902,3239,EBAY,2,5,5,3,2,2,0,3,7,6,7,7,6,6,7,7,6,7,6,6,4,3,97,3,6,4,3,1,1, ,1,1,8,6,1,330,2,46,1,1,98,98,4,3,2,2,3,4/19/2018
903,3244,TAOBAO/TMALL,7,8,8,7,7,7,0,8,10,8,9,8,7,9,8,8,8,9,7,8,7,8,6,8,8,8,7,1,3, ,1,1,8,6,6,50,3,34,1,1,3,7,8,3,2,2,3,4/19/2018
904,3253,QOO10,9,9,7,9,10,8,1,9,9,9,8,7,9,9,7,9,9,8,9,7,9,10,7,8,8,7,9,1,6,Bank Transfer,1,1,8,8,1,180,1,19,1,5, ,97,4,99,1,2,4,3/24/2018
905,3265,FAVE,8,8,8,8,7,9,0,8,7,6,8,8,7,9,6,8,6,7,7,8,6,7,8,8,9,9,97,2,2, ,1,2,9, ,1,70,3,45,1,1,5,5,8,3,2,1,3,04/01/2018
906,3273,TAOBAO/TMALL,8,8,9,8,9,8,1,9,7,8,6,8,8,6,8,7,97,8,7,7,8,9,8,8,7,7,9,2,3, ,1,2,6, ,4,180,3,30,1,1,98,98,7,2,2,1,2,2/20/2018
907,3274,FAVE,8,9,8,8,8,8,1,9,7,9,8,8,7,7,6,8,6,6,7,6,6,6,97,9,8,9,7,1,1, ,1,2,6, ,1,50,3,25,1,1,2,3,7,99,1,1,2,2/20/2018
908,3275,TAOBAO/TMALL,9,7,7,7,8,6,0,7,7,6,8,9,8,7,7,9,6,9,9,7,7,7,9,8,9,6,6,2,1, ,1,1,8,7,1,80,1,40,1,1,3,5,7,2,2,2,2,2/20/2018
909,3290,SHOPEE,9,7,9,8,8,8,0,8,8,10,8,8,8,8,9,9,8,8,8,9,7,7,6,6,8,8,7,1,6,Bank Transfer,1,1,8,6,1,200,2,36,3,1,4,4,6,99,1,1,2,2/22/2018
910,3292,EBAY,6,8,9,7,8,6,0,8,8,9,6,8,8,8,6,8,8,7,7,8,6,8,8,7,9,7,7,2,1, ,2,1, ,6,1,50,3,26,1,1,2,6,7,99,1,1,2,2/22/2018
911,3293,TAOBAO/TMALL,7,8,9,7,6,7,0,8,8,8,9,9,8,8,8,9,7,7,8,7,7,8,7,6,7,6,7,2,3, ,1,2,8, ,1,80,2,24,1,1,1,4,7,99,1,2,2,2/22/2018
912,3296,EBAY,7,7,9,8,8,7,0,7,8,8,7,6,7,8,8,6,7,9,9,8,7,7,7,6,6,7,7,1,2, ,1,1,8,8,2,50,3,51,3,3, ,1,7,3,2,2,2,2/25/2018
913,3299,TAOBAO/TMALL,7,7,6,8,8,7,1,8,8,10,9,9,7,8,7,8,9,7,7,7,8,9,7,8,8,8,8,3,1, ,1,2,7, ,3,20,3,22,1,1,1,97,7,99,1,2,2,2/25/2018
914,3300,CAROUSELL,3,3,3,4,4,4,0,3,7,8,6,8,7,8,7,6,97,7,7,4,7,6,5,8,8,7,6,2,5, ,1,1,6,6,1,130,1,27,1,1,3,6,8,99,1,1,2,3/26/2018
915,3302,QOO10,9,8,7,8,7,7,1,7,8,9,7,7,9,9,6,8,7,9,9,8,6,7,8,6,7,7,97,1,3, ,1,2,6, ,3,100,3,29,1,1,2,4,7,99,1,2,2,3/26/2018
916,3306,QOO10,9,7,8,7,8,8,0,7,7,6,8,7,6,9,6,8,9,7,9,6,8,10,9,9,9,9,7,3,6,Fund Transfer,1,1,6,7,1,110,3,43,5,1,5,5,7,3,2,1,2,3/26/2018
917,3309,TAOBAO/TMALL,9,7,7,8,8,8,1,7,8,6,7,8,7,7,9,8,97,8,7,7,8,8,8,8,7,7,7,2,1, ,1,2,8, ,1,130,2,41,1,1,2,5,5,4,2,2,2,3/27/2018
918,3311,EZBUY,9,9,8,7,7,7,0,7,6,6,8,8,9,7,7,8,7,7,9,8,8,8,9,8,6,6,6,1,1, ,1,1,8,7,1,50,1,24,1,1,2,6,7,99,1,1,4,3/27/2018
919,3312,CAROUSELL,8,9,8,9,9,8,0,9,9,8,8,10,9,9,8,9,97,9,9,8,8,8,97,9,10,10,97,2,5, ,1,1,8,7,1,400,1,27,1,1,2,7,7,99,1,1,4,3/27/2018
920,3317,AMAZON,8,8,9,8,9,8,1,9,9,7,8,7,8,6,8,7,97,8,9,9,7,9,97,7,6,9,97,2,1, ,1,1,7,8,1,230,2,50,1,1,7,8,8,4,2,1,4,3/27/2018
921,3320,NET-A-PORTER,8,7,9,7,7,6,0,8,8,6,6,7,9,10,8,9,8,9,8,8,6,7,8,8,6,7,7,2,6,Debit Card,1,2,6, ,3,100,3,34,2,1,2,4,7,99,1,2,2,04/09/2018
922,3326,TAOBAO/TMALL,7,6,8,6,7,7,0,7,8,8,8,8,8,7,8,7,6,7,8,6,7,6,8,6,7,6,6,1,1, ,1,2,8, ,1,220,2,31,1,1,2,6,8,99,1,1,2,04/10/2018
923,3327,AMAZON,9,8,9,8,8,7,0,9,9,8,9,9,8,9,6,8,9,7,7,8,6,9,9,7,8,8,8,1,1, ,1,2,6, ,1,150,1,47,1,1,4,5,7,2,2,2,2,04/10/2018
924,3328,QOO10,8,8,10,8,7,9,0,8,9,7,8,7,8,9,9,7,9,8,9,7,8,9,97,9,9,9,97,2,1, ,1,1,8,8,1,80,1,29,1,1,3,7,8,2,2,1,4,04/11/2018
925,3333,CAROUSELL,7,9,8,7,6,8,0,8,7,9,8,7,7,8,10,7,7,10,9,10,8,8,97,9,7,8,7,1,5, ,1,1,9,7,1,65,3,33,1,1,5,8,8,1,2,2,4,04/11/2018
926,3346,FAVE,7,8,8,8,3,3,0,8,7,6,7,8,7,8,8,8,8,7,8,6,9,97,97,7,8,6,6,2,1, ,2,1, ,7,1,50,1,22,1,1,1,3,5,99,1,1,3,03/06/2018
927,3347,FAVE,9,9,7,7,7,4,0,8,7,6,8,8,7,8,7,8,7,8,6,7,7,6,7,7,7,7,8,1,1, ,1,2,9, ,7,80,3,36,1,1,4,7,8,1,2,2,3,03/06/2018
928,3349,ZALORA,8,8,7,8,7,7,1,8,8,6,7,8,8,7,7,6,7,6,7,8,6,8,7,9,6,7,97,1,1, ,1,1,9,8,1,50,2,26,1,1,2,6,7,99,1,1,3,03/06/2018
929,3350,EBAY,9,7,9,9,8,9,1,9,8,10,9,7,8,8,10,9,9,7,7,10,10,9,10,8,8,10,9,2,6,Debit Card,1,1,8,7,5,20,2,27,2,1,3,97,7,99,1,1,3,03/06/2018
930,3352,ZALORA,8,6,7,7,7,8,1,8,8,9,7,8,8,6,9,6,8,7,8,6,7,8,97,7,8,6,97,2,1, ,1,2,7, ,1,90,1,32,2,1,5,6,8,3,2,1,3,03/07/2018
931,3355,EBAY,7,7,8,9,9,10,1,9,7,8,7,9,7,7,10,9,9,7,9,9,10,9,10,10,7,8,97,2,1, ,1,2,10, ,1,100,3,33,1,1,3,97,8,99,1,1,3,03/07/2018
932,3360,ZALORA,9,8,9,8,9,8,1,9,8,6,7,8,8,10,9,9,97,7,8,8,7,10,9,7,9,10,9,2,1, ,1,1,8,9,4,200,2,47,2,1,6,8,7,4,2,1,4,04/02/2018
933,3370,FAVE,9,9,8,9,9,7,0,9,9,9,8,9,8,10,9,9,9,9,9,8,8,9,97,8,9,9,97,1,1, ,1,2,10, ,3,35,3,26,1,1,3,7,7,99,1,1,3,04/05/2018
934,3374,ZALORA,9,8,9,8,8,8,1,7,7,8,6,8,8,8,6,7,7,8,9,8,9,8,97,8,7,7,7,2,1, ,1,1,6,9,1,45,2,21,1,2,1,4,7,99,1,2,3,04/05/2018
